text,font_size,bold,italic,y_position,page_number,label,lang
18. Section principale,18.02,1,0,453.71,20,H1,fr
14. मुख्य अनुभाग,17.43,1,0,740.09,26,H1,hi
16. Sección principal,18.32,1,1,712.15,34,H1,es
16.13.5 Section imbriquée,12.77,1,1,775.66,33,H3,fr
9.9.5 Verschachtelter Abschnitt,15.15,0,0,169.33,39,H3,de
Ceci est une phrase d'exemple en français sur un certain sujet.,11.95,0,0,764.92,20,Other,fr
This is an example sentence in English about a certain topic.,11.81,0,0,317.18,25,Other,en
This is an example sentence in English about a certain topic.,12.3,0,0,344.03,6,Other,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.82,1,0,147.7,35,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.29,0,1,630.6,32,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,12.59,1,0,627.27,20,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.13,0,1,284.2,1,Other,hi
5.11 Subsección,17.96,0,1,652.71,25,H2,es
3.1 उप अनुभाग,14.71,0,0,118.99,18,H2,hi
4. Section principale,17.61,1,0,145.98,36,H1,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.33,1,0,54.91,24,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,12.82,0,0,643.62,24,Other,es
8. Sección principal,18.92,1,0,151.94,25,H1,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.83,0,0,740.71,39,Other,de
17.2 Unterabschnitt,15.04,1,0,138.31,13,H2,de
3. Section principale,18.26,1,1,196.24,8,H1,fr
1.14 Sous-section,16.95,0,0,394.27,12,H2,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,11.11,0,0,286.91,6,Other,fr
4.11 Subsección,17.17,1,1,451.99,1,H2,es
17.14 Subsection,15.34,1,1,743.34,7,H2,en
11. Section principale,17.86,0,1,133.96,32,H1,fr
18.6 Subsección,14.93,0,1,440.49,24,H2,es
This is an example sentence in English about a certain topic.,10.74,0,1,171.38,12,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.11,1,1,100.43,0,Other,hi
4. मुख्य अनुभाग,17.38,1,1,510.5,23,H1,hi
15.14.8 Sección anidada,14.14,0,1,271.73,28,H3,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.49,0,0,124.08,37,Other,hi
This is an example sentence in English about a certain topic.,12.75,0,0,436.52,37,Other,en
12.11.6 Nested Section,15.46,0,0,418.75,25,H3,en
2. Hauptabschnitt,19.76,1,0,564.34,21,H1,de
17.7 Unterabschnitt,16.25,0,0,754.86,33,H2,de
This is an example sentence in English about a certain topic.,10.27,0,1,87.62,11,Other,en
This is an example sentence in English about a certain topic.,12.18,0,0,714.52,5,Other,en
This is an example sentence in English about a certain topic.,12.6,0,0,767.72,38,Other,en
18.9 Subsección,16.15,1,1,457.2,26,H2,es
Esta es una frase de ejemplo en español sobre un tema determinado.,12.21,0,0,318.66,10,Other,es
17.2 Sous-section,14.72,1,0,79.55,2,H2,fr
This is an example sentence in English about a certain topic.,10.56,0,1,788.82,1,Other,en
Esta es una frase de ejemplo en español sobre un tema determinado.,10.47,0,0,323.45,24,Other,es
8.12 Unterabschnitt,16.89,1,1,130.42,22,H2,de
6.12 Subsection,16.2,0,0,555.06,13,H2,en
3. Major Section,18.07,1,0,166.28,28,H1,en
3.9 Subsección,15.19,0,0,182.24,4,H2,es
This is an example sentence in English about a certain topic.,12.5,0,1,121.21,40,Other,en
This is an example sentence in English about a certain topic.,11.51,0,1,101.45,4,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,11.48,0,1,602.5,17,Other,fr
20. मुख्य अनुभाग,16.28,1,0,374.91,10,H1,hi
This is an example sentence in English about a certain topic.,12.37,0,0,577.14,0,Other,en
10. Hauptabschnitt,19.86,1,1,109.56,14,H1,de
Ceci est une phrase d'exemple en français sur un certain sujet.,12.39,1,1,726.56,10,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.7,0,1,294.04,22,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,12.58,1,1,624.1,1,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.12,1,1,759.98,20,Other,hi
20.7 उप अनुभाग,17.71,0,0,102.25,20,H2,hi
This is an example sentence in English about a certain topic.,13.42,0,0,57.75,24,Other,en
2.5 Subsection,17.77,0,0,94.76,36,H2,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.71,0,0,727.21,19,Other,de
8.11 Subsection,14.52,1,0,430.39,36,H2,en
Kapitel 17: Einführung in etwas,23.52,1,1,417.69,4,Title,de
2.7.8 Sección anidada,15.7,0,0,567.26,36,H3,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.39,1,0,66.77,23,Other,de
11. Hauptabschnitt,17.52,1,0,330.36,39,H1,de
18.14.11 Sección anidada,13.08,1,0,705.36,30,H3,es
Ceci est une phrase d'exemple en français sur un certain sujet.,12.73,0,0,788.2,23,Other,fr
16. Sección principal,16.38,0,0,649.35,5,H1,es
This is an example sentence in English about a certain topic.,10.7,0,1,654.26,24,Other,en
14. Major Section,17.55,1,1,760.97,23,H1,en
7. Sección principal,19.7,1,0,658.53,21,H1,es
Esta es una frase de ejemplo en español sobre un tema determinado.,11.07,0,0,413.61,13,Other,es
15.13 उप अनुभाग,14.2,0,0,202.95,26,H2,hi
11.7 Sous-section,15.17,1,1,678.11,32,H2,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.45,0,0,176.84,34,Other,de
This is an example sentence in English about a certain topic.,11.85,1,0,429.86,29,Other,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.04,0,0,167.58,17,Other,de
Ceci est une phrase d'exemple en français sur un certain sujet.,13.66,0,0,230.5,18,Other,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,11.25,0,0,719.53,1,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.86,0,0,705.08,17,Other,de
9.3 Unterabschnitt,16.88,1,1,150.94,10,H2,de
8.12 उप अनुभाग,17.72,1,0,779.4,7,H2,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.57,1,1,65.07,4,Other,hi
3.9 Unterabschnitt,16.94,1,1,524.47,8,H2,de
Esta es una frase de ejemplo en español sobre un tema determinado.,13.09,0,0,173.22,24,Other,es
7.14 Subsection,14.89,0,1,774.89,26,H2,en
16. मुख्य अनुभाग,19.44,1,0,441.76,32,H1,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.41,0,1,137.2,18,Other,hi
18. Hauptabschnitt,17.42,1,0,160.15,30,H1,de
8. मुख्य अनुभाग,17.44,1,1,540.26,7,H1,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.97,0,1,112.71,4,Other,de
Esta es una frase de ejemplo en español sobre un tema determinado.,13.05,0,1,277.36,5,Other,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.82,0,0,81.05,10,Other,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.41,0,0,362.11,22,Other,de
10.6 Subsección,15.22,1,1,543.2,36,H2,es
18. Major Section,17.62,1,0,632.73,11,H1,en
18.5 उप अनुभाग,16.97,0,1,746.99,14,H2,hi
19.4 Sous-section,15.81,0,0,352.54,36,H2,fr
This is an example sentence in English about a certain topic.,13.91,1,0,91.38,35,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,11.02,1,0,59.33,17,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.08,0,0,634.04,29,Other,de
2.1.9 Sección anidada,15.03,0,1,142.65,27,H3,es
Chapitre 16 : Introduction à quelque chose,24.49,1,0,227.26,7,Title,fr
Capítulo 10: Introducción a algo,24.76,1,1,318.31,28,Title,es
8.8 Subsection,14.18,1,1,184.9,21,H2,en
15.8.5 नेस्टेड अनुभाग,13.67,0,1,421.75,32,H3,hi
13.10.9 Sección anidada,12.95,0,0,624.87,7,H3,es
Ceci est une phrase d'exemple en français sur un certain sujet.,12.67,0,0,515.17,22,Other,fr
6.6 Subsection,17.77,0,0,710.05,27,H2,en
17. Hauptabschnitt,18.5,1,1,331.74,24,H1,de
6.6 Unterabschnitt,15.67,0,1,436.14,8,H2,de
Esta es una frase de ejemplo en español sobre un tema determinado.,12.61,0,1,127.48,34,Other,es
18.9 Sous-section,15.23,0,0,565.74,19,H2,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,11.76,0,0,334.41,39,Other,es
13.15 Subsection,14.9,1,1,492.71,18,H2,en
Capítulo 16: Introducción a algo,25.17,1,1,143.9,16,Title,es
Esta es una frase de ejemplo en español sobre un tema determinado.,10.21,0,0,481.74,2,Other,es
Esta es una frase de ejemplo en español sobre un tema determinado.,10.69,1,0,469.02,14,Other,es
This is an example sentence in English about a certain topic.,13.93,0,0,68.97,8,Other,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.04,0,1,630.14,22,Other,de
This is an example sentence in English about a certain topic.,10.95,0,0,367.95,1,Other,en
15.10.6 Section imbriquée,14.69,0,1,241.79,24,H3,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,12.54,0,0,650.13,32,Other,es
Chapitre 8 : Introduction à quelque chose,24.62,1,0,730.54,4,Title,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,13.7,0,1,367.03,9,Other,fr
17.6.1 Sección anidada,12.85,0,0,654.86,25,H3,es
16.5 Sous-section,17.12,0,0,258.77,14,H2,fr
17.11 Sous-section,17.47,1,1,410.37,32,H2,fr
13.6 Subsección,17.81,1,1,715.56,18,H2,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.66,0,0,423.71,11,Other,hi
20. मुख्य अनुभाग,17.51,1,0,632.06,9,H1,hi
10.15 उप अनुभाग,17.73,0,0,90.42,1,H2,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.92,0,1,413.5,37,Other,de
7.12 उप अनुभाग,17.78,0,0,377.18,40,H2,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.77,0,0,297.08,3,Other,de
19.12 Subsection,16.93,0,0,410.58,27,H2,en
3.10 Subsección,16.04,1,1,104.04,6,H2,es
Ceci est une phrase d'exemple en français sur un certain sujet.,10.86,0,1,601.4,15,Other,fr
15. मुख्य अनुभाग,16.07,1,1,766.67,4,H1,hi
This is an example sentence in English about a certain topic.,13.24,1,0,742.59,20,Other,en
1.3.12 Sección anidada,13.9,0,0,116.31,27,H3,es
20. Major Section,17.59,1,0,652.98,16,H1,en
Esta es una frase de ejemplo en español sobre un tema determinado.,13.37,1,0,515.04,35,Other,es
19.1 Unterabschnitt,16.06,0,0,212.93,21,H2,de
5.13.1 नेस्टेड अनुभाग,15.67,1,1,321.11,3,H3,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,11.13,0,1,792.97,4,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.59,0,0,602.39,27,Other,hi
14.9 Subsection,17.43,1,1,292.25,18,H2,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.98,0,0,737.74,4,Other,de
9. Section principale,16.15,0,1,335.01,27,H1,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.81,0,0,255.03,28,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.7,0,0,80.41,34,Other,de
This is an example sentence in English about a certain topic.,13.48,1,0,685.45,29,Other,en
Esta es una frase de ejemplo en español sobre un tema determinado.,11.95,0,0,196.78,34,Other,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.81,0,0,536.75,14,Other,de
Ceci est une phrase d'exemple en français sur un certain sujet.,10.17,0,0,562.31,33,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,13.55,0,0,788,38,Other,es
Esta es una frase de ejemplo en español sobre un tema determinado.,11.33,0,1,169.89,28,Other,es
10. Major Section,16.27,1,0,630.01,38,H1,en
15.1 उप अनुभाग,15.67,1,1,675.76,0,H2,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,11.37,0,1,307.27,32,Other,es
1. Major Section,18.73,1,0,242.25,39,H1,en
18.14 Subsección,17,1,0,177.08,6,H2,es
14. Major Section,18.57,1,0,256.65,30,H1,en
1.13.10 नेस्टेड अनुभाग,13.73,0,1,599.69,15,H3,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.37,0,0,665.18,40,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.36,0,1,725.82,21,Other,hi
3.1.1 Section imbriquée,12.74,1,0,603.75,17,H3,fr
Chapitre 18 : Introduction à quelque chose,20.91,1,1,362.96,34,Title,fr
This is an example sentence in English about a certain topic.,13.09,1,1,653.14,7,Other,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.84,0,0,656.8,33,Other,de
14.3.3 नेस्टेड अनुभाग,14.32,1,1,470.18,29,H3,hi
This is an example sentence in English about a certain topic.,12.92,0,0,750.28,16,Other,en
9.5 Unterabschnitt,17.13,0,0,151.63,21,H2,de
10.8 Sous-section,15.13,0,0,618.02,4,H2,fr
18.7 Subsección,16.85,0,1,383.95,19,H2,es
Esta es una frase de ejemplo en español sobre un tema determinado.,11.85,1,0,676.33,5,Other,es
1. Section principale,18.72,1,1,508.86,6,H1,fr
7.2 Sous-section,14.45,0,0,527.84,13,H2,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.01,0,0,536.14,6,Other,de
Esta es una frase de ejemplo en español sobre un tema determinado.,11.08,1,1,132.22,24,Other,es
This is an example sentence in English about a certain topic.,12.02,0,0,728.57,16,Other,en
Esta es una frase de ejemplo en español sobre un tema determinado.,11.12,0,0,684.19,4,Other,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.8,0,0,581.31,13,Other,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.81,0,0,341.99,9,Other,de
1.6.3 Verschachtelter Abschnitt,12.69,0,0,393.59,28,H3,de
14.4.8 Nested Section,13.42,0,1,583.14,33,H3,en
2. Section principale,16.41,1,0,132.38,4,H1,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.5,0,0,188.33,3,Other,hi
20.11.6 Section imbriquée,14.38,1,1,708.28,31,H3,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.13,1,1,107.91,11,Other,de
1. Hauptabschnitt,17.34,0,0,105.47,2,H1,de
This is an example sentence in English about a certain topic.,12.22,1,1,297.99,10,Other,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.43,1,0,707.84,30,Other,de
5.15.8 नेस्टेड अनुभाग,12.92,0,0,274.21,24,H3,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.86,1,0,137.7,7,Other,de
9.7.12 Nested Section,14.55,0,0,446.5,20,H3,en
1.7 Subsection,17.73,0,0,175.67,14,H2,en
Esta es una frase de ejemplo en español sobre un tema determinado.,13.07,0,0,447.07,40,Other,es
11. मुख्य अनुभाग,16.89,1,0,144.76,7,H1,hi
20.9 उप अनुभाग,17.44,1,0,594.69,20,H2,hi
15. Section principale,17.39,1,0,526.51,32,H1,fr
1. Hauptabschnitt,18.68,1,0,191.42,6,H1,de
Capítulo 14: Introducción a algo,21.3,1,0,786.58,27,Title,es
16.5 Unterabschnitt,16.89,0,0,337.08,4,H2,de
7.5.11 Section imbriquée,13.29,0,0,399.81,19,H3,fr
4. Hauptabschnitt,17.87,1,0,229.21,12,H1,de
4.3 Unterabschnitt,17.91,1,1,119.87,33,H2,de
Ceci est une phrase d'exemple en français sur un certain sujet.,10.27,1,1,528.84,16,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.59,0,0,406.1,28,Other,de
Esta es una frase de ejemplo en español sobre un tema determinado.,12.42,1,0,439.53,8,Other,es
18.5 Sous-section,16.54,1,0,351.89,39,H2,fr
This is an example sentence in English about a certain topic.,11.05,0,0,487.68,26,Other,en
5.14 Subsection,15.29,0,0,746.28,30,H2,en
15. Major Section,17.53,0,0,564.56,21,H1,en
6.1.8 नेस्टेड अनुभाग,13.47,0,1,724.32,1,H3,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.58,0,0,535.36,33,Other,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.19,1,1,418,15,Other,de
Esta es una frase de ejemplo en español sobre un tema determinado.,11.68,0,0,96.51,37,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.08,0,1,337.69,24,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.26,0,1,231.65,16,Other,de
Esta es una frase de ejemplo en español sobre un tema determinado.,12.39,0,1,336.79,10,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.62,1,1,67.7,35,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,11.84,1,1,181.78,9,Other,fr
2.11 Sous-section,16.04,0,1,112.26,24,H2,fr
